,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
1400029,-374378006675.63086,-53247941380.23087,-9741717493.789848,75149308.599513,-23702.582329353987,2798.3594462941714,-226.2273210480153,66.46866596963575,166.64419107228017,3.9489426630747873
1433750,-374302988664.2845,-56685232890.14482,-14593046283.753094,-73569915.47835976,4247.5686839202,-1333.4778837127449,29.554047209794675,17.306943835238904,-8.581263200090303,-6.720413376810706
1450342,-374964770061.44006,51142267800.40274,-1810570098.0018446,111676044.90382579,23566.153672300174,-15474.955817191749,100.39644163692527,-13.770096048099651,-69.73404749543737,0.8902908402776489
1460772,-374635431332.56946,-74864721480.59267,672211588.7938424,-40266365.06977649,-21039.022010250264,1755.4196579992702,-33.93509581374524,-21.36004736932024,-6.217746143449252,-5.797350373477434
1482325,-374912252073.7879,96046761453.49873,-3811914744.7125077,122119803.95909762,20260.937205116683,-11883.709599231788,-73.39878323773985,11.497238175447846,-67.906462355908,1.9718311085278735
1490197,-374343752514.4324,-58922658838.96286,-13211755354.007185,-29182041.117974732,11136.558519903807,-691.0186727162414,-71.01539060270711,-17.155074733017518,0.872402948881703,7.240491079665974
1516232,-374193184837.46094,142590740231.1789,-1242853013.8864818,117141751.03798161,-22109.19769357708,-1726.235466641498,-342.05537704863815,41.717647116424786,-52.890528489004765,3.1342179940301547
1531964,-374478215753.3234,-70941024186.20154,-7355674890.171495,86153916.10437253,-22576.86168464471,535.4013308146202,-148.73280705476876,61.20958452704152,4.027860726115517,3.8239960133056563
1560750,-374043173967.8368,143901141775.4263,3773474891.196941,83884769.80890775,41920.628007050575,8142.975376319744,-859.3200954220594,-77.05924611309165,87.36007783007473,75.78214839382022
1573736,-374745420880.6451,24614436884.003815,5010636258.267626,72713672.21695122,64574.55093780294,-13116.841957633964,-44.802983763277545,-80.75688290840192,-57.04538613651392,-2.6397666162371944
1596211,-374269127908.5704,151404903747.40622,-366359350.91064924,70884869.39266622,64627.69900449031,2382.45201243502,-714.7403958073382,171.24962395211332,-36.39555135463826,-2.1339000947648152
1603758,-374124155198.2118,90120293559.93486,4251611147.4195323,91999991.06880766,-30927.456515916492,1750.56992842465,-348.5109690927069,1.7472289549173188,-37.90626144663528,8.801904661206654
1637861,-374493245412.1639,-64056885005.91308,-4230981098.4867353,56707783.18031162,-26409.781687377537,3007.144942850639,-197.3758972170153,-1.5840629841601228,10.510618631622256,1.0285218299151835
1639471,-374608115646.7522,-68607014453.93276,3247713667.487049,116846445.20506197,25029.29556705516,3002.9206156117066,-442.7750792996097,13.071619181666327,-15.184451025436413,4.11325513290462
1647534,-374902016040.10596,74489114753.78432,-4699668758.871097,95485671.61323403,77843.14224805664,-12386.062916727093,-181.50317113808987,-53.27615038272975,-60.90762310959494,-1.6138784382577163
1664984,-374185244956.13446,163777034161.25177,-1505303791.911054,-5303524.724203144,2300.005782734344,-267.24440915999173,8044.74444505538,-5.050438620751885,1403.107900432127,-14.317991930409091
1680459,-374816294808.4528,-87294760967.28181,21879813977.0036,106801649.31732132,-23572.090154156525,-314.97172378190805,-161.90732695358838,-120.84233681123914,2101.7092521988798,-11.112103737749
1800337,-374090237680.0018,145320126092.72836,-2991197896.1612587,-93806772.45446713,123004.79652049436,-13.083750516532696,4054.239852952977,-139.5956946136417,143.56103993155097,-18.40034861510591
1805357,-374160486272.06,151281309170.71,-3102954224.4906216,-110496713.91690123,-4497.15791332166,-1697.9907114468956,-115.9021526182771,-15.842348891737458,-33.79775332560542,-12.952524022721677
1810051,-374969787112.17633,166785316817.33508,-4619079951.250361,129504925.52429312,-28160.20433164715,-3470.6853822526327,5127.344558705262,117.31695766362279,30493.408910342398,-129.89818992404167
1893888,-375058010355.116,-96226239389.34105,28546683047.728466,-551529.5263709297,-33666.978175040436,6350.8494915037245,-228.1174206668843,-179.7034579207682,-1.8584507290854115,-10.052472636699669
1911730,-370136281564.9025,26858770389.22136,8737129546.83492,95672523.12620695,35326.8515708617,5258.416135978689,-627.5249250223455,565.8656326505301,-20.24153825403528,7.610315579434471
1915975,-374095416629.7586,157973489622.07227,-3127511310.485624,56517958.66294947,107932.26560773699,1098.5173257528581,-792.4554422974481,-90.64367547456996,-35.911450790387676,-5.952553169257306
1974411,-374524667004.4088,-64940451259.118195,-5219821939.399215,-117168034.40089695,-23756.698740911805,209.53043785106235,116.4153036634296,-16.68556243607702,-3.5699802421128366,-5.798666946576742
2006517,-374468770540.7189,-82325874588.78934,-9592798848.423334,83912658.59523015,11855.33747196591,-2800.6232645633772,-115.21207716655807,-5.821722006974208,-11.005404630023342,2.482984141023899
2022898,-374535302372.3572,-72279469511.01897,-4525066717.231017,93860698.63964523,-18771.34720039225,1822.7441009736322,-210.30299635924553,78.79856432661667,40.155668127621716,9.537082676156059
2068542,-374703957428.65137,-85082282911.64235,5141033857.650929,-8907511.105427137,21097.7260503275,2635.725735455116,318.04626811703537,-18.694559932005372,-4.4427583848892045,-2.2051560889611963
2089682,-374586281956.96674,-81634207020.9052,-2756275555.9254465,92301287.28703171,3372.4070783765915,1884.2998363128147,-281.56302682602467,44.18502296221928,19.782992931540242,2.3359111956170118
2095390,-374436234857.5056,-68593814778.60068,-8899716802.224651,-24676566.196539916,-17925.08666123199,830.3976079461429,-33.2327458354592,45.81805202383616,-8.549272557721943,-3.490842488539166
2118241,-374439800363.1625,-76707783194.51912,-11963646229.101618,-78428903.79795252,8585.548202370024,-962.5935703904004,26.407008857637063,115.71750402460924,-5.262827521748857,-7.056555349326544
2169631,-374480823785.90594,-81787000837.73549,-9276357930.658262,-72045543.18276519,-24464.543303868104,110.70353398210482,87.64837730969238,31.72420346354524,6.463786411645836,17.466733550115368
2185159,-374799881374.4748,185544315411.6892,1008844945.7972624,94096018.86807914,15158.25908017299,11776.837955674058,-955.1326646187954,-36.87767752026397,55.31695252809639,3.1584405996983085
2204343,-374665893429.2218,-58307595745.22632,19654241739.275784,80270305.97726859,-21038.50325058208,-2726.428968196476,-79.72091018399996,-111.48805712140268,-31.31986321288442,-2.8590706117155547
2207190,-374176202433.9965,33593104496.952194,-1269607453.9078674,70281530.13539644,-25220.778508194926,-14917.230959857336,963.1593474591972,39.75012528458468,126.2762443306909,-0.6209887334546875
2208974,-374596240490.7138,-73300735392.57098,-2801037365.370076,-3739017.399901644,-26547.009087767,3597.9557226860575,-132.9073825051594,-23.087186415820323,40.382552004293224,8.674694408809362
2242719,-374953115279.1465,199616649207.20386,-5434113137.869821,46209299.36785191,9353.183158847885,-1290.5910550109388,-419.9583037608791,15.289997442366701,3705.6346997224373,-18.88974092126172
2334512,-374143373790.51746,157438245169.93057,-2679914855.829621,79549493.40940857,127472.25881707162,1250.2361875387166,-889.4251887115745,-142.17202615106262,-36.40726347233872,-5.472708720476944
2362252,-374495115120.1877,-66255533350.93225,-4509205886.014185,-95723673.29260121,2160.2644203400846,1925.3169058852168,-53.22972805515151,21.367409952001584,588.2231218116491,7.297373192808224
2418589,-374432319838.6313,40478063125.45523,2399093044.0342565,1862790.058042187,358712.409721609,1030.356576322221,-1403.5518595598269,-480.1502596210712,-4.991719435611426,-21.37585874550028
2461092,-374544731256.2799,-76742739254.70863,-4558526092.434003,88204550.72156659,-14758.451722220034,192.6552993333378,-161.76083835491903,50.98859770017976,-18.897108911837066,3.1543757334521274
2492629,-374487144585.26,-63022356050.28785,-3705514230.1471176,75339970.57850909,83569.92392175592,1390.8491025701233,-516.4408383487997,-130.7949351444211,-11.596093458705559,-2.5143491148465684
2505948,-374185211573.1443,110268483984.21603,4740037368.7901535,-86899534.75868523,12334.719748523215,4911.199760314974,-399.6302340850284,-81.22155532238904,-16.10152724144174,-12.867877389693476
2515649,-374529130784.97644,-76585381242.63474,-5981048254.234661,72709659.4912565,-16846.448719733722,364.5111420612407,-131.71904395268479,18.853671719980237,-17.081108778284054,6.418772028855867
2560567,-374033698217.651,175982285213.30573,-3993570324.2829156,115229063.25484388,58483.53054199989,2208.4745588052365,-766.5278457561238,1.716709759855593,-42.89142718902108,0.7105569760253666
2594402,-374208813485.339,-37634506375.92407,-17818979142.579548,46394641.136049464,25015.65497066498,-733.2802954135032,-194.2717422952003,-6.262031240657126,118.07655619469111,28.35594480032031
2630881,-374858453664.1527,74460543828.73064,-2287029113.2247086,-55439271.19785466,-2803.7243011861483,-16197.951612903818,398.9193701060679,48.774751783696544,-61.672365746650236,-9.147730082862187
2688013,-374583929565.75745,-59529429446.63194,-235050380.32020134,-3937464.331682834,-22299.16681335178,2744.330413854469,-133.94357720108673,-8.254509639310427,-8.634024656453846,9.488619281050253
2720042,-374855559073.43787,234705490848.52335,591438354.8331324,-11801287.381900068,206681.28293929377,16357.089843068656,-1643.113160577135,110.18043452225163,-0.6032169890253158,-13.562170082308679
2730539,-374895342719.5843,59956052593.24542,-1626273028.344601,-44974301.33784757,2412.6356669706365,-17486.1306844136,1357.4795103453064,29.152147394941696,354.5588164809032,-5.004810902720641
2740950,-374068027015.3795,84077061301.1499,3888108949.6017637,-5994417.854034186,-700.4981444927508,-300.1193916057032,-248.9717737513356,-0.16122755046937765,-31.991081472817996,1.0586290361154793
2745549,-374090037447.6919,174543809275.43954,-2316411447.3237705,-32042498.0817632,15004.395213622547,-1748.4158603076196,-301.2480491828052,-26.082902345332656,817.6942186793967,-12.452764108509369
2750283,-374713301991.89813,-81851773426.66353,6827578377.354711,-73039862.06956653,90115.39664832482,1242.235804534307,-337.06634023543637,-95.43617601047994,1.110390355965608,-13.705299845106316
2765286,-374408167642.1406,-74202098012.48827,-11712676240.345743,-109630822.16601373,7512.653767986998,-1119.6241511949554,72.17264572828752,-10.998875827737228,-3.4045685994927006,-9.963448705782453
2766436,-374244538991.208,-43740322002.65971,-15756240734.646015,-95261421.62242934,26830.557408274995,-1753.5115157420682,-12.042978480947763,-49.25177882396813,-7.8399031240685195,-9.236072089867221
2786268,-374549550303.1639,-73915579038.53238,-3957469866.002739,-116417336.88247317,-23746.337039991184,1577.2413205229363,91.03110151423529,-9.41554062068798,11.733904389404753,20.012977302280696
2794711,-374560346914.6366,-74875093822.59589,-3562250834.122875,107211643.54431832,-21126.12662535989,1858.1207587961064,-227.6059214595288,30.610427588076018,-17.41612720019937,4.4177980227866795
2801454,-374500778266.54486,-79094688706.53485,-6143628255.124248,107458173.48845549,-17435.8904956903,-263.9872753095852,-157.12384902878733,31.963021728290208,-21.122218906199016,4.756873409455928
2840180,-374474324927.1221,-71641364575.30109,-7279481490.064102,48794296.720907345,-20275.967154163653,-535.0815873076784,-70.1278424841125,50.641940205088375,-6.265792021008888,30.38500337550915
2879066,-374627371177.0063,-75422245290.53464,1651149735.4327464,-50636340.899123125,-25582.608127402378,1568.464951667817,-8.35403202342301,-37.26198535597865,-6.071373800166511,-7.605682513520519
2925000,-374566827122.90906,-72934444841.11356,-2499806975.6417437,-102933898.8680105,-25010.358536831634,1574.3375589279597,59.038162795341584,-7.38456363007269,9.93152757739305,-10.195389144981988
3057238,-374182446691.3525,92646532401.48813,-3367046043.4858956,1919480.4052257873,40847.17092955909,-7158.437338428142,-149.37375234507718,-22.123428601833396,-45.73565140949423,-6.5564718469500045
3096788,-374439703314.25616,-76262796018.46123,-10972854516.163269,-78737478.950518,18764.553132777095,790.6313483484394,-69.14144070406614,-2.3110324274000047,-0.9736405108201688,-8.288132979581679
3106330,-374899943840.5554,55544680100.48836,-4306993388.411074,-27545110.891347524,10814.243990614395,-15049.104034838632,302.0475842902243,11.528600976463412,32.35363421897813,-7.635289267578428
3115408,-361171484643.3746,179231763325.74963,-3546388770.772375,-71372347.5778498,37576.894459288524,1599.1926007294473,-444.7275213213281,-35.58959138776278,-30.46909607824448,-11.846412559614564
3133230,-374031990592.34973,201087801452.24158,-5220339681.156416,-29097277.103661034,62191.35961655663,3748.3325593930604,-641.4458771416811,-78.1153217403562,-7.381206967549601,-0.7320728363548273
3136216,-374613413120.7387,-84616319315.06891,-1877897009.0681467,27212585.379471943,-26988.485438712603,1934.9850408219643,-101.69835332624264,13.651659951510224,1.1750010359570666,-1.2404868416279538
3139529,-374695662538.97266,-81128426047.43448,3547531197.3100786,11413917.81602733,19877.42292055599,3566.9882271818583,-299.16960821809744,-6.216489612774765,7.421450916859794,15.98427739332179
3153822,-374710019377.1516,-84466272450.75162,7852923390.057069,-102749241.33268227,102587.55426456194,2411.8527906963272,-378.7801094138685,-10.555096029550795,18.417270100235946,13.007026660266664
3179268,-374049974412.30554,64864031536.998215,3757456782.2527285,-110544899.25584218,-685.479241521557,-1170.0383463879703,-64.7900212614933,-8.520604191260023,146.65870503751827,-6.680264916082261
3192852,-375058071364.39575,-95305227260.1189,23513462354.53432,-56209795.41632277,7327.3006972409585,8621.7632603354,-362.28830188284564,-109.39171177266884,10.825202048510917,-13.691920246118967
3202816,-374611057399.5701,-62312970607.16678,-274239112.34761524,-55060267.095491126,-21033.104315747856,2553.0186718446625,-63.1458931838514,-23.691009109021564,-4.477264800393728,1.5961233667060435
3218156,-374408412322.90564,-68801077209.36833,-11345492827.85749,40637716.25082069,18017.719972643143,-68.53164544070859,-195.91303058576565,93.81862356124918,-13.662186942729376,0.37334291959451427
3218442,-374511724985.94147,-73083358261.33586,-5657603756.200842,-71316043.8978975,-20238.662033501692,655.5962566370591,48.20372882223386,-19.7186335756395,-5.136261313154091,-6.610690402386693
3337460,-374510303146.88965,-73180682874.79436,-4506219254.610114,12501086.53847126,3739.3428971986486,1139.276589069048,-161.4608952411876,147.47426427168136,-10.031808227566307,-0.09329544201038757
3355587,-374928360716.00256,87846987252.54585,-3010196995.243903,-71038239.92086858,87019.408526064,-10767.633230061514,-71.86485131269293,-92.9509704079194,-44.88551883735848,-13.999306484159384
3375872,-374424308965.8635,78973965310.19257,1587782260.8367386,-14416107.813523225,409374.7054008208,5764.442248968217,-1750.4102120893456,-411.90115859775403,5.067873437897183,-23.99199421069442
3417775,-374556516416.48047,-74571257403.97202,-2996060330.1534715,-4364737.026282588,2208.6561117747187,1624.3403588606252,-152.67583957554305,29.950894576706315,-7.655381560572266,-4.113026471047373
3433508,102219511168432.1,-87842282627.80663,-12876284547.015608,-72251242.24706213,19714.787263239785,3273.7201697081773,-119.93179255479609,-25.491791563638355,117.66660324236864,-0.35511626419353853
3447641,-374562758782.42535,3931094293.1195607,6847560969.782574,26906793.795564372,-9728.784832055419,-18418.612737683397,456.4293167473962,-41.428230870250644,-66.98406902335283,-5.494982491854166
3456783,-374340783035.84674,41960417085.657005,1940355704.5626407,-47995850.91775239,-27476.361251073264,-12096.000746008285,2441.523784832944,5.042707621383214,83.45425410499692,-9.515899746313874
3475201,-374464561797.2616,-78860605688.69109,-9058088518.692993,15262466.945522709,-20647.261522559424,-355.46199189235796,-14.667369249283919,52.644366839356266,-13.325767902296432,14.300521545120484
3478496,-374459297131.48596,-74218491099.9545,-9506131904.327509,75929183.69328171,-21240.259218022285,257.9369180893113,-123.95823462568062,62.0733560880897,-17.55960078146289,3.6382536416731606
3485323,-374572705663.82916,-76752645403.87201,-3790161289.022264,-88219358.20322794,-26177.637993904253,2401.6526034805756,20.56134665481469,-36.36959069508187,-0.05701460277689968,-8.929412365481816
3505198,-374088145485.8741,155892304089.254,-3291937914.140014,-9751217.316460397,95909.10269017876,681.1033000636461,-652.6141652839107,-121.93153105655446,-31.68517417619454,-9.915777964115547
3508351,-374487307695.70264,-72220693740.39706,-7001668749.020865,-83332461.96024713,-21692.746113798443,-821.5734013142531,113.01945181441329,23.238641725656755,-7.470842530219952,-5.944791682561372
3508570,-374260815445.3427,43321443619.98637,1302945011.4403677,21842171.26024586,-19560.759972940064,-12745.328152856808,260.2490281358745,1.9926388078813193,-58.185785039166454,-3.976591323011275
3510472,-374798495391.66095,-15556935572.967144,3307876644.402482,-92289587.77954276,87388.99672015432,-14075.260332348911,170.8170849245212,-178.5594783038196,-39.208850908584765,-16.619208302007713
3513410,-374905627047.103,103924113746.14595,-3985427676.5455985,36227787.70444559,44824.499803168,-10886.636733347666,-85.43566596266596,-20.77594021650274,-58.01485362763444,-4.503885229470546
3523348,-374135140731.1856,36464467371.442924,3909024064.648774,-7043353.655766921,-28294.34095615527,-5627.167890628477,142.0127569003645,-14.85155552494762,107.12631364134788,-6.861119437451227
3590091,-375027343536.70325,138295104409.8208,3496971820.491143,-32563019.496288035,84284.50425051815,7787.720167500898,-819.1644848614023,129.52953419155952,314.494541531592,-8.270341816937552
3664066,-374559171976.6592,-72027087680.75926,-3670616717.970885,24542541.72788074,-16230.105768852922,940.739547921538,-108.43386339569004,58.74883423709892,-1.3551009108160228,16.7732403820635
3718308,-374653298609.13477,-82481406877.06238,1684749384.8920057,79701330.47196728,-25915.726185022824,2537.649001626055,-200.08922212222942,-11.884733475380207,-2.47395526130727,19.44981638912268
3725573,-374629508359.2409,-76279074400.30386,-6404187985.359319,16140326.026602358,-20131.09947394008,741.990052635152,-70.25404450606611,-14.18580838542892,-0.43781865845156864,2.553518083782857
3829966,-374045608049.22784,168104706673.93646,-3786579323.0055118,26245918.35116287,45169.03877588665,906.4464753028483,-556.8760448513251,-40.899493783506664,-38.25587107396454,-5.168255297139127
3882331,-374577997339.46857,-82184351301.70877,-3602618216.7571235,10707529.293968469,-20968.042823283995,1743.2406889634826,-93.40287702205877,7.351322399622547,2.5889317805384646,15.810227715285844
3928140,-374184585935.39136,80244160836.39746,9321689005.091528,-47706523.58122124,65418.23130080866,4494.771769497178,-578.5269678421247,-162.38254719872708,-14.647994684566351,-13.801083083437314
3964932,-374061066352.55426,164434255881.98486,-3404142431.9851975,104745785.01822259,74987.84932361668,1152.055945696578,-757.2014886958843,-50.3234069158828,-42.277958781264736,-1.0766711885340494
4030911,-374802920005.314,-77304993808.69905,21486112592.09639,123263247.78717181,-28866.98588187671,-1622.0527101839286,-130.90052265483504,-100.82702890741686,-30.862929276293205,-0.39377659868975423
4060177,-374885206650.18866,68689154636.14439,-1835128715.535096,32626762.44254981,26455.950654344575,-16286.264348916662,202.0736330358177,14.415342219116667,-67.08454863824855,-4.586579240869458
