,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
3378025,-374432885538.06866,39083919010.20512,6095207528.874625,89688892.78621489,16170.533520386682,4738.04193183724,-549.7926629332259,-82.22808403330596,-23.132658669036747,96.78032699906689
3423106,-374671104848.1591,-85382033673.60486,1767107320.9857142,-69911583.80675548,-26977.592449338194,2481.870883368366,14.778200594490498,-42.8628686842402,-1.2274433649065262,4.346949223423445
3424281,-374555990887.592,-80129690436.90529,-4036285641.02341,60361789.6797687,121555.25044329258,1186.8284753410305,-592.8693827665174,-68.0143481411957,-6.746241372806511,-2.405722741547835
3427432,-374523032705.8576,-79074928412.78172,-7597998446.844927,-114432430.95130332,-16816.009535730584,-420.08675074262305,130.91036071031334,120.8470515486207,19.82700230938597,8.533342644277043
3435784,-374415393396.8621,62701392187.10195,8856000791.75558,-12912942.517621055,-19997.412694611357,8988.620604041362,-489.9106982713262,-66.18865418155305,46.754334869455136,-7.649275197579704
3454140,-374555449702.3476,-81333777702.26634,-4994123255.092679,-1551744.8942748394,140363.7545140804,2255.113987106255,-609.0615310424502,-94.41329630898507,13.42747585266265,-9.167461675082304
3466142,-374411483592.9909,-73365905218.94708,-12587172064.717167,-107824124.09736289,6658.008735223464,-2275.8629383331086,113.59627092154763,-4.424064998065776,5.224383764393094,-9.667306377693413
3468100,-374113066574.4623,57646731183.76825,3815522145.4503345,22846782.56404758,-28292.005976721644,-1330.2556961249536,-133.6275507041302,-10.717933795132016,21.55286475448734,-4.026336298668511
3489413,-374961966249.00476,217902333841.57812,-8868614648.299988,-81128421.23930155,8129.490091776804,2439.870699384665,-401.66392674316506,16.100927753880676,57.523029075073005,-10.474356854728606
3489957,-374565085326.21094,-85990696808.40587,-3761691757.3369517,-16824322.713003784,92000.78094148518,694.8875552767903,-377.2188890958647,-155.16884499665846,-2.3605882919771797,-9.081449007575888
3507961,-374290139743.39484,33701645804.948147,6980257962.30118,100498361.90849723,-29877.77678531439,479.70072166249474,-270.2764796508586,-21.883554853108503,-35.12765219305206,3.988387498242275
3508126,-374224336410.7349,51360178184.61879,5978592391.65114,-88539456.71257237,-3879.7451674275253,-572.701564427249,-92.48926053282472,-30.721684780217483,-22.429787732398726,-12.688246012130271
3524595,-374044082180.94855,93068445749.20097,-4990557220.776619,-1426930.8653591932,32661.317740987102,-7736.037343406296,-88.98112891486129,-21.2234458770726,-24.315164714106448,-5.450257109459526
3527155,-374960523397.3059,55537689610.60712,-4605722714.516914,-51715770.5073944,-13163.710390770533,-13434.315356210282,352.85153220765216,19.449306816356167,229.13033288904455,-9.272996397804288
3536112,-374697401804.19476,-79392613108.92154,3693592447.9528565,-69230021.14934573,-21115.99416223398,3098.764290945715,-51.314500073878726,-49.95308349955745,-0.7337421665136393,-9.431091559239702
3544059,-374756829254.41223,-85100024214.09076,6684806859.459966,76542745.06830275,23790.423885707725,4411.519759958875,-424.2834539112226,-13.5888161486465,4.031086860631773,-1.5660212086548824
3548687,-374608630046.06836,-74950358083.61017,-912015673.6025615,115947229.28228784,1066.0995228585816,4128.651153889884,-392.8552740210041,141.39498874732357,-12.344949372295995,4.410919209790558
3567117,-374356889586.0915,-58214567961.191895,16238551652.954077,-56762551.03428903,-18846.913170774584,-4488.768591049883,154.31002107869426,-122.35367956660198,10.647183217692076,-3.520212300206547
3581181,-374078595344.26404,176845744219.81732,-4346601346.559887,120588054.66006838,-6656.602888647055,1290.6196193524067,-357.75357255117626,44.73032512828123,-49.04317006573535,10.416057936989684
3598549,-374530866871.2463,138138708649.78665,1179250897.1545415,71406570.24564734,48742.90612627516,5029.289983522975,-746.0302690290908,-86.18903987841907,49.358584287459536,-3.7519843348778523
3666509,-375021376026.28204,150116637424.13144,-6409347468.746098,109795128.60188974,46702.8304328348,-1899.23023871816,-546.7203914962026,-17.557204115473677,675.2159070334659,-2.293238657518059
3696532,-374581679194.40137,-87892553298.72998,-5673977666.633046,-13700950.952562591,-21471.880799458933,173.55850199328015,11.393648839096032,26.50624733492752,239.5436096750216,3.6035090073609566
3736227,-374273728257.16003,-59959531837.03996,-17306451208.45297,-9900118.860659624,23395.011309089958,-1479.6851844720686,-100.42855217553709,-25.71397308808352,-1.0225578984564163,-2.848246332831272
3750840,-374442523418.179,-76614956548.35268,-10951317907.394627,56500196.81920273,18768.016787839824,1018.8568163818632,-249.11869882128957,26.14846786232142,-11.627135710629746,1.0200328959547311
3754662,-374830801677.18896,-88215474896.7384,11651438005.345438,103066588.45494351,205977.47641007358,5976.522525670588,-1089.0305603825211,-192.76765920082576,3.360255518911356,-6.315630367717748
3790265,-374614525270.9753,-84782497248.34189,-1857896462.010422,-46463619.38076987,-26990.91190748545,1820.0365628341633,-3.643086262638084,-2.42126807737647,7.044371726275579,-6.3167922108980745
3793579,-374697273211.9804,-81321755241.60582,3599248010.792988,6625526.73256205,19873.240148919653,3560.4163006223757,-292.6897323960493,-8.205209248275326,7.82477501999501,15.641502330024794
3890762,-374160110824.6122,53691623705.28473,-2147224415.3418849,119194956.71813855,-13165.27897388836,-11005.034335371492,48.23103791146793,35.38244636034838,73.17076814111192,2.786757490086671
3997942,-374713733931.0118,-83513812545.84871,2929961181.9238,87274229.3356902,-21658.360091058177,2927.208882684387,-237.5595075981435,-21.10082875070285,9.351089560411696,37.53262254113693
4045881,-374509096031.71936,-65581850954.827934,-6533081859.631722,70358239.3762908,-22357.153325335305,2970.832142454494,-221.8159379248593,49.805782331152244,-12.608750162259456,2.6820424894076274
4048150,-374358961534.95703,-75698545560.84967,-14407958228.581854,-27896044.95147051,27701.557401361482,-2178.3092125296675,-53.880961398624954,-47.715305781630775,0.6217887091885437,13.167476760622757
4088570,-375014832339.9595,205324698388.32773,-4034798561.3352947,41304108.27444463,8599.94764385928,2380.0261638624847,-526.1462757261359,15.847199085442535,-42.68090984732892,-2.711450163776096
4118833,-374111337605.875,153981882937.33856,-3120236300.2223635,5727403.166541784,-29036.408265186597,-704.2980641094102,-223.50008608709092,43.49607849195579,93.19430359002337,-4.230829755553222
4129830,-374280181856.9264,56879582900.8077,-1995094055.0213134,119272830.63256726,-3327.7684966349957,-8683.781271406307,-68.5999443729223,17.227457311524375,-57.29711515247924,2.712384389971428
4140493,-374117139994.5262,68348927095.83152,5744662838.375042,-64805532.55821019,-26046.540988525612,543.9013654569543,-108.86243854524692,-31.659224468868064,122.0387413025465,-10.95797494848627
4148180,-374496474425.0441,-19441171883.803295,4281256463.2150707,-35234373.35410596,-21083.751000329434,-17703.747211148224,574.4550318843569,-29.76633569887091,-57.93951005230196,-8.970573619082607
4186335,-374642864832.605,-54945046239.95214,1905576716.819222,1845420.2704332983,-23859.80815859177,5961.353950937314,-49.026542121076034,-33.27559490182325,245.87953876019125,-5.189939463754089
4217809,-374633855916.9636,-88137148223.53334,-2102772506.8932245,-102578037.80669671,-18483.840396595053,1267.099581390694,72.039806605803,20.03657062127205,11.403610591243648,-9.232125500751184
4240152,-374216075413.7883,163343242204.4832,-1685430329.8651288,-76442988.87813354,-25125.229249773503,154.84405802527016,-173.3179598178742,122.87309874438665,21.31789899830888,-9.747134402508438
4244061,-374390054614.9753,-6134689337.843064,13262400010.86352,-54684011.406237274,-16841.833352983973,483.6007534984728,-80.67923947574657,-88.98881746035384,-6.543037458371418,-11.424389699034592
4248729,-369756637736.79205,186829583796.62848,-4376963511.197274,-34925060.895449385,11010.153339464037,-786.3231910529961,-329.31554230819074,-8.575028057944913,4.329051618998547,-8.272467021291916
4271954,-374888137003.48083,59076636605.00776,-1290751211.6085427,-58467545.53818403,-29424.568779780177,-16053.771522919096,497.4140184039772,17.53401720513591,-4.283472153566546,-8.96247538446655
4330090,-374199590735.1978,58901707676.44728,5024311084.655873,12509777.369189035,-11367.151463161092,33.41946997391664,-225.35637798478723,-52.93231646044961,-30.687966591156776,-5.716859685476361
4367841,-374168585164.706,145732067711.65536,-1602100853.2732408,47303336.668653734,-30365.274940902415,104.19947195111557,-294.09141033295606,36.630107759618724,-43.54190056835853,4.7798690256633884
4486174,-374363208955.009,116401288092.15126,371145489.7539425,-46887239.061973765,-26636.632647027287,-1281.662383387819,-108.9485026776917,-4.017112523031472,9.748592027934453,-8.159670273234191
4499814,-374165118149.9863,75153657891.02142,3333060183.900938,20628723.63718291,-22875.52401277658,1875.0362365703481,-278.72682599350907,-22.212127972742884,15.909493382942024,-4.2464010716335485
4527578,-374110267121.959,42805379530.11097,-249607198.24020013,63910549.47243907,-1652.602442568547,-13539.262831539445,180.13771055545217,2.8698663642246816,-39.47929214745578,-1.6457725615373435
4583264,-374600251106.5452,30783137543.119728,3005537445.6967797,-51872350.13804494,131766.5402841691,-2797.3738841353656,-467.6061594227695,-187.71203728586906,47.55419564139733,-15.73583912113914
4587028,-374129914101.80255,60659457951.6996,6187861541.565496,-37590229.566193596,-30597.008765991537,-18.654151253214746,-101.76300886254272,-37.621218447932286,17.31440442180689,-8.604488338607256
4612380,-374442658026.7037,-18860447076.741413,13209047417.032146,-104606190.43615748,-3776.843431009952,-6638.200771403099,205.5901237316193,-124.59822599705069,-27.543743172918184,-14.13613691856485
4633443,-374640698272.4014,-68884157837.01619,231749927.55088505,111579804.9611474,-19413.015308667193,3817.0552233864432,-318.88730470750517,63.495046488012534,-14.656284913763937,4.104796000684086
4634946,-374065080592.4657,69883216156.62575,-196260952.53057963,-53767822.38705284,-12100.210302595853,-11171.71719102017,251.48870378299932,6.076635516527727,73.59385465441638,-9.729752144274327
4636511,-374450407590.01666,-81273082661.87292,-12110769568.197964,-96966648.4151328,7503.748951879333,-1160.69952807985,73.47968857846445,-11.184517607762993,19.166327348205446,29.21451066185744
4710368,-374689079309.94305,-88227241277.95879,2152856454.4356246,37962122.37174644,3992.9637314488336,2579.4733485096694,-238.32500811544548,113.84186141664598,3.2402741957564913,27.627295773086114
4804798,-374656891312.04596,-87991231812.62903,-255723417.01364005,70462374.87937756,4023.71542508228,2698.473540137621,-281.10944643450466,24.657751162196956,-10.175130256202399,0.407162209270621
4810100,-374055151999.6022,65249588734.90344,4835643689.748478,19371009.444037206,-23925.529075119095,673.5784905742054,-215.03306332624356,-15.365283680048238,-19.833040270659303,-2.4913160085203945
4857132,-374394529996.5622,63820905640.10969,8415053633.435443,70723491.7069063,-22410.71933782215,10344.924294713705,-637.167788012159,-24.51456052639899,-13.870366635717973,-1.2538011695882276
4862472,-374089463834.1349,192632691221.48364,-4193749691.233872,-66149710.70409252,-9192.84188689872,2901.2964698039505,-361.42065299264476,17.525058696367598,-31.86316377899284,-9.013429623367998
4873664,218484331691768.47,-607259060.7921848,-10378969.74926037,-224930.5711933359,-171.5223378021558,-26.305704997473924,-102.69407718045686,0.055760204364781636,0.022164431122515725,0.037717744674191825
4938051,-374621252925.77,-83116329714.54405,-1287586183.0740173,-55970939.903069906,3879.633101179348,1990.0602727988205,-98.42363518472388,102.16401772298443,9.631678251868244,5.347455992230753
5036433,-374837859104.348,51300528698.98539,8110699183.92943,117016189.98947503,11331.445802591086,-955.8212661202798,-382.00753451476925,-55.81424738783447,-31.345326490727132,0.02542017684233416
5062517,-374618940168.1567,-78419533398.52368,-55566223.92117186,64916422.66797402,-19136.411946724125,2010.903758955371,-186.30748902700228,-0.40691161883980576,-13.712532864825643,0.5762098978141587
5062626,-374722245137.1086,-77383347672.70374,5157352441.697744,-46788209.849132724,25434.414437334646,3742.591083452343,-254.95862241265624,-43.86250152927214,12.216560886594724,-9.867085338269389
5068453,-374910238964.7913,72229996985.47298,-1608842160.0300388,-94506177.85971674,16079.872416434944,-14005.980584893823,312.74367625324726,-11.063357206119957,-52.37699156536211,-12.883371035017232
5074644,-374271299847.1958,60059035601.57992,-1860022938.597473,58844969.917902835,3111.074710965194,-12613.936981584713,179.34172889225084,16.653553950290085,1047.6496437872408,6.438425496501364
5096624,-374893212392.2075,131384423017.40466,956841724.2296535,-17661115.46918651,-2211.8672395797416,6648.122499244081,376.7093983472759,-25.34104258573412,46.746778851561636,-7.519052447983731
5110892,-374604035295.3729,-80446263651.82486,-3581485067.8321166,-62718296.780019656,-24439.055854536662,649.6062888308409,47.865300478709706,-18.876309804881735,5.748168146618685,-7.295714623937015
5127306,-374112078400.0831,120470399872.87032,3447505379.5849485,-87147824.64976999,-15334.10915999095,7535.5549655555715,-348.5442782826903,-12.957820738204804,-12.077364117021988,125.97534851848225
5131325,-374084224731.3332,201715538589.8595,-4357977261.783198,122464300.41447751,19394.939222295878,4418.973705195036,-755.5670976475269,18.98809375032994,-43.617617899035146,2.6810857959785093
5135851,-374170798693.8149,39246437600.95789,4243608348.816931,-10290072.79189474,-30072.59242029909,-3134.1688929843854,2021.8850525431128,-23.385676672290003,156.90244591235506,-7.3318374706727525
5138470,-374238359498.5539,130660100601.70834,-494683504.5980845,52646076.418117136,-17049.856771682385,-1896.0738644870587,-258.4733292147858,22.400266291190952,10.15856274717916,-1.9213976710990868
5146752,-374580620258.5021,-80755522417.1814,-5005764525.970775,-29819533.651808493,-22546.321897904218,1169.2566069232162,-16.192680858437118,-7.094139710372869,15.868178535162107,-4.808325262346276
5148949,-374294568837.6471,-29560399136.557796,-13876406387.149857,109736107.30823633,-243.5031021394982,5034.2989623796975,-443.3752523034159,141.2844753913674,-13.091201844142018,6.533180818258111
5157654,-374945139605.16016,-82560888303.81088,22094447809.853718,-84328693.303971,-30500.414639654056,4541.914439189128,-73.68701724632224,-163.70584944199945,0.7165127416662951,-8.630455132357893
5195641,-374291636884.58594,60984617392.31473,-2282691301.825444,-77562156.94574973,-6478.380857327031,-9708.978980255039,224.39516932186353,-0.9636977541649129,46.678944437765246,-10.665217480592208
5240022,-374502374086.2578,48095820545.80335,326840652.24358207,-48166740.6025035,6088.951013313947,-9372.33072157008,145.1362684660971,14.877300368596629,12.696070795864317,-9.428829477234364
5347342,-374213010501.2018,37400132906.56452,1224171338.6349013,33980856.14871684,-2283.5353904972703,-13526.117240626518,239.58298062024392,34.81935582877249,19.714597468763493,-0.37586408407373306
5377409,-374186194875.9499,101999981219.9464,5102874230.786431,8790965.913594553,2729.4584934073714,4706.173833591701,-475.48979042780627,-36.0970025550439,-24.16870416321662,-5.908416641651703
5393456,-374147647394.12683,55569563372.618416,5931100186.474839,-3114685.9644743623,-27830.426150486368,-437.794715725393,-134.0571363776768,-15.739816344123424,14.227587440604676,-6.229503200274386
5427842,-374891529677.4228,66926332261.33977,-1482625144.3930278,-35716164.77318977,-19650.59972735326,-15158.104089630428,397.7182712431247,15.043560058812469,-61.131949864840706,-7.547332778082456
5464507,-374926154198.22614,63990910922.28855,-4881555362.599177,53022735.61627445,-8363.084648584583,-13145.621173280675,185.356303274772,36.09662671479435,5.415579555119171,-1.3688863987903048
5494989,-374694703405.2252,-81547952297.51076,2456653805.201762,50059636.481443524,-22669.982139803855,2294.3537577700704,-166.10213366037414,-12.526620211888375,-12.020314619990613,-0.8516451417131103
5529951,-374775796306.9242,-9474356560.962908,7292072693.075092,-23189395.980687074,19686.959692930686,-17649.251926684366,412.87203824074544,-48.0474140764646,-58.055433365012476,-9.761576480139158
5548856,-374506740058.08026,-85171741641.74417,-9044516299.320705,-115378245.93349592,21161.130057965394,164.64157074641705,-1.2163500614989045,-16.874638300304078,12.868545097782377,-11.355213352185903
5578311,-374230538742.77484,-15593213210.009102,9309517856.882387,9179290.471690737,-3433.3077824553284,-8234.004094624474,117.42849655727755,-68.89140415732584,-40.28942226404235,-6.9527559216866335
5585451,-374642977418.1266,-77187426812.31633,-1394405868.4449801,-68616451.84831789,-26046.715627404756,3729.0168477165425,-54.29477676495615,-48.13551547034297,11.612288636727902,119.91095090260424
5619684,-374415239157.26086,-75738386058.61314,-13261634540.264675,37045064.48212151,9210.491659459984,-1489.398917311575,-103.40546598555629,21.44688431179075,6.852463725296566,0.3279963138189759
5643715,-374894658586.6822,71692884892.54323,-1675371487.782837,-26839757.312169652,-3954.856276018333,-14161.035838854266,296.54027540890894,6.26600155749787,-2.7511520619452754,-7.739520682161761
5670567,-374805330673.0778,-92580277383.41057,8465495137.3090925,-32174979.49883003,87623.60244317129,2866.342832198813,-429.1658870722801,3.0142430328938685,285.07155378729084,-12.695812105200787
5715893,-374087874783.71967,68326851113.59677,4235647566.156406,-90223090.07284442,-32032.378287874682,1183.6898486050231,1747.126050055746,-39.548910814108154,-11.240435004840963,-11.907168066656308
5756555,-370399497447.20416,-83611821391.14206,2898791160.766859,93362059.70354712,-26440.611802445143,3571.399665510814,-252.64062754834438,-16.494909014461076,-12.761918675809474,2.1621519620093563
5770949,-374512880756.32056,-7729713314.062272,6152705949.17994,66205368.76302479,-22949.96666509838,-14259.648648476992,315.12428560070515,8.813044561433697,-60.133042560229484,-1.6769946012371533
5802029,-374152244092.25476,-40571079890.700165,13339836678.636532,26039820.48854684,-22808.463479386184,-8235.837311047235,178.7160593610436,-78.4070116179812,-40.44676664187071,-5.879653222904517
5856476,-374562965857.1898,-87858159011.13042,-6302685870.881996,60519519.450359836,-7654.034834850877,877.0622639254893,-159.30042655194782,5.694209388716836,-13.155340333274467,1.1870209776805662
5867709,-374254163940.03314,67985477394.51745,5988418951.526831,-71693116.77511004,22931.5051943132,5995.740711846474,-448.26172299196094,5.129350857651012,-9.572740300682188,-4.084634758200804
5875705,-374481126890.464,-84248044712.82074,-10703979304.03845,99222680.60999627,19975.198364693624,636.8539763360491,-286.24084814375766,99.19822435473476,18.825355105712333,4.12114821236241
5914682,-374522928299.48987,-80477019100.55983,-7657142895.372259,42708646.820384085,-17388.22138205589,608.599669014396,-102.11747932075352,49.06919388050357,-13.438258193723629,0.8370609606291262
5936766,-374406656118.3312,-74203379044.34053,-13160663555.571781,33521861.55749701,7861.159367794069,-1533.9986050941,-94.79405386389877,23.552375387007775,-4.548387999509603,0.16638830986341374
5949010,-374460552326.5107,152425280350.74417,-1526686270.877709,-76573444.69584894,3465.1738005593775,436.1474025184958,-262.91246518697557,54.4077544025961,36.26660019160472,-10.971470156995299
6107181,-374286158021.83075,122041477838.38663,187128858.46090794,-103227051.01213624,-28089.70582103271,-1297.825756293214,170.44981993681455,-11.074957696390928,-31.70434237166928,-10.776693876862229
6136946,-374062259118.3874,59565462286.82797,-1498857401.444212,11522791.81393228,-17677.698272035683,-12051.909033167425,229.57634885043828,10.993162752846102,-57.00118809644239,-4.017427097318037
6159501,-374316168960.9562,-14842135283.51429,8933788658.626955,-95785667.77403936,-15148.971349764444,-5635.584719546888,212.6371953267832,-48.56530074652433,-26.41997295985193,-11.341860956515909
6241751,-374999942869.3194,47492654678.005394,-814506737.0463256,-98784682.05618724,-5857.451375605823,-14965.609636158559,446.85909139723896,24.105480874382664,15.392460016177134,-12.511602535842366
6249555,-369927346539.56134,142309480124.11166,-838821668.5287567,17624239.864929833,-19023.29863920794,-1605.007141432406,-229.6196150732181,136.90298457787134,23.55185828864363,-3.5347565315112983
6269052,-374535714556.20105,-74232464429.39078,-7324923254.4106,20480013.238120224,-23955.101948123185,2096.7466899272777,-112.28491672849621,42.24649753211202,-9.325413372197195,-0.10801634416318133
6407647,-374769305009.8678,308661396895.7424,-9492747227.17541,-57632128.79115546,5131.752418305281,19006.668257534093,-1100.1260628548896,9.86984483703838,-8.46393902126363,-8.005689606796869
6453233,-374358807185.5076,-59948517569.0181,-12721272196.252726,33276725.88334768,1378.7743512563072,-592.3954074271353,-122.5268749898051,15.881179076109301,-15.89467510466934,2.19212917714718
6454330,-374132444934.4345,61501890977.25796,4511040596.744266,-23891496.613900222,-18722.30598729951,-1289.6258551766098,-110.97646712672889,-18.05279721888717,25.38156576158109,-7.784111827950759
6508687,-353253504869.17505,-76056684060.45906,5344486958.946934,111340511.11381207,23519.75788068409,4959.819598639709,-494.8002002543564,-5.433070308439553,-9.769077035878938,1.1487533732085362
6518121,-374665253120.5307,16726653900.125233,98134317.39384584,61491192.952822685,45998.845440561265,-6820.707638464876,-178.4267234491827,-71.22477511234199,-41.236981073356795,-3.352811531039344
6540033,-374913249910.87714,204853840337.85504,-8658128627.758968,-23367949.765229274,-15761.71950747107,1073.9262504057222,-337.5782897813877,46.3342404804601,16.000349391919016,-3.118142086569368
6557544,-374628273338.9263,-83085449722.08517,-1473027520.4621165,38225979.97854819,3114.0980025507297,2833.202222423948,-245.44895429444918,29.008607291445106,3.670079965130026,-1.5330383487315395
6568133,-374749238806.88745,-76679121868.46341,20197423244.360535,5498973.5574969705,-14231.364608674943,1581.6016473748957,-139.33726134992463,-145.71830767071677,54.90676455420245,-9.021604847795777
6610829,-374635575146.6533,-87902555312.17711,-1994934331.794228,-115496519.46786422,-18575.65079119227,1916.6049609579934,57.50926326042173,18.255675281196524,2.5281455239278974,-11.051673688237942
6620032,-374409889636.3405,104430302741.5794,8080445171.251407,-13754045.001664901,-27368.48944894449,14539.262993689163,-703.6896302538245,-61.447905554733396,-2.4886426647115822,-6.982562890004169
1692808,-374567450233.85815,-87245576660.39984,-6074983639.463965,27457163.277377933,18787.895879334716,515.5873772143502,-189.676727072662,56.83332010193243,-9.910448696893258,-1.751768938914087
6383956,-374839533301.0755,-78232315685.44763,9543054127.423874,63253015.805810705,-29831.66453909635,4541.773246429065,-251.97432853842105,-74.36737017489546,-9.950960148937401,-1.4513996697763607
4925588,-374557641045.7484,-84425046997.91989,-7018136222.678045,-98846396.31246307,-21976.197245294945,770.6177840492076,90.4216252768636,9.964192363120233,-1.1636335713374029,-8.879004491135436
3987428,-374165182586.13354,134744307898.71461,-2166549214.4471717,23289066.994849183,-20831.8436221442,-1860.4464762592681,-212.41191663283533,27.964641978970914,-44.36642023396206,-3.452073629166756
6357894,-374474712749.2817,-77665501490.60796,-10738924760.631044,58150981.225255735,4682.758336848783,-1556.6377922009833,-114.77153358704439,19.319519707056333,-18.13390313060139,1.46875106024181
1902184,-374432734717.9134,38993884522.02065,4752253225.929121,-79586064.62442045,-22098.354077995857,5431.693315169967,-242.7760997172941,-59.49083195584923,-8.91580162409527,-10.95061034297694
2094537,-374541174272.0484,-85964711964.499,-8063472182.907953,22841205.717151884,21814.408376280997,-29.13626804762421,-173.0021315578937,63.543181961555575,-10.434330092059952,-1.7701269756047089
6628973,-374586134949.2058,-81706569680.17062,-3938493872.187542,-45460275.749204956,-20435.279593314946,1603.4155567904302,-18.702107677803205,8.489966822302751,-4.488146251119944,-5.960455435733749
520055,-374135129610.2008,167431178246.19843,-4069926446.8458896,-70845323.22935969,-31102.682537251847,813.9602695711106,-185.80183872735844,48.71798183580124,-34.42266862781441,-8.597241846426872
5592925,-374422397049.0796,-68898438051.5269,-11378460732.921518,96440805.33422905,6486.561632914522,-1384.9174569291238,-183.70857000583106,29.992063747229626,-21.742406739817348,4.152733976096901
500540,-374096212811.07745,76640700430.35289,-215958691.5011308,-105947234.15868104,6362.589659901207,-1219.2031320125918,-98.66754593781208,186.96536020453988,-23.988958751913092,-11.827797086428104
1517011,-374711552047.2741,-79594940039.67932,2760693378.6379952,105489294.99306515,-20761.602343842893,3554.086592076557,-289.61231968244186,-22.04900428764636,-13.951075498779696,2.7453301231438867
3131264,-374341205480.6751,-49912478808.404526,-13341872798.880505,26889337.231352694,2357.0617250730215,521.831123467357,-166.48652887784098,33.79512293938537,-13.865755371977363,-0.0033489216724951728
4527210,-374731152286.94885,-76130067586.60432,5101968037.154356,13609413.748742774,21155.825048191728,5143.546774599856,-368.86266785541704,-17.438097447991506,-1.3429634495826817,-5.36853917376775
6387832,-374755257033.9431,-89345858914.57343,6812942120.396577,84432892.5305747,23910.246944773586,3950.176166305977,-414.1783877104588,-22.169931552746956,-8.529117206147042,-1.0908770249955304
5016631,-370434848687.5499,-71338746487.86621,18921729503.121925,21608976.713144466,1190.33996061207,353.1609108582849,-169.6976142272154,-153.30064529756635,-16.66160260338249,-8.052170807199644
3639253,-374536499357.5584,-82399016317.73346,-8487854276.45006,-103925912.91376787,7729.14548732971,-933.6225142271583,62.06279347059715,-53.75462812534418,-2.981527630464852,-10.443095433298895
5453233,-374544569462.39984,-87054452783.58662,-8509437231.682329,49917660.60794735,-15847.536120920113,190.87778455003905,-93.49253908885092,106.5831675930982,-14.003888663675882,1.7987325462361308
4048797,-374682695331.19995,-79237430551.07353,19654592875.599785,86175368.04253744,-26470.10013868156,-2783.073494678537,-45.976329456609,-108.16331447894314,-29.736751975973984,-2.6846345510990566
4547045,-374578262562.13074,-75309619146.83789,-4247100025.630271,-56207484.09980684,72257.29766726894,2131.9103721104893,-325.3283516990334,-152.05487054274676,1.9153758936409029,-10.901144996262193
4763756,-374366921881.22076,-45830576075.28538,-12775499147.999456,38649965.01818105,27007.8516261142,1175.230422715185,-288.0572076833449,-39.5400576411828,-12.616397800690812,-0.6304065832015209
3195489,-374705207841.87854,-85754933055.15623,8081336981.321899,-72097347.8557328,106744.1255065026,3018.7053212014703,-451.3983685729911,-55.482667698297305,6.210909720233,-15.118102390237349
5539298,-374691384907.8837,-81837107852.3431,2285536316.707908,-44990260.9965854,-20881.04488929532,2221.0704849032477,-47.618118281695615,-38.2466818653139,-4.181630556019559,-7.465663832317458
246570,-374615306006.64026,-88214072553.39207,-3441425178.618561,-94642992.55020437,-18437.043866833013,618.8556918368446,78.44926158643165,-31.324986000678017,-1.8095594693883226,-9.695358433850625
6570411,-374191308561.6428,49728118893.46928,6689070420.155795,83283086.90386322,-22236.433362946635,-1039.3701812245265,-235.62360192984806,-20.055698285568567,-38.624508702203805,-0.5422145268646014
1863457,-374587626062.9765,31521909428.862923,3533186476.975828,-64315507.651562996,-13922.940728606705,-10056.688361359764,266.69623785616693,376.6482424252626,-43.8844517994841,-8.317017073118178
760517,-374652251203.7374,-80115587896.90147,-1048846256.1869423,57223797.06703279,-17826.083345706313,2556.451644072739,-196.83931184971345,52.007584859074896,-11.36714460873017,0.576732139135222
150091,-374051402823.57227,70159290510.09753,5284459720.4038105,-60025126.90211999,-30133.507145508673,-469.2667582805526,-67.59763214132128,-37.663186821399016,-28.097308928318895,-9.85249886110686
2617605,-374099055852.84814,116012561791.47437,3445741293.6359158,55843151.7711872,16485.928403603823,8115.5064120537145,-711.9281382407363,34.257519403310425,-20.99256790142496,-2.6812950672196867
355013,-374704201341.15564,-82327966278.02866,3055629298.1535,120298330.10985082,-20316.17340974219,2509.8526979147036,-270.6285997783488,-4.614435932226035,-17.29366171653937,3.7173881316546122
2849475,-374467744050.6643,-37850940419.89857,-2763968355.230133,18534501.261191733,-25.669306022889987,7153.187385868982,-408.35310749286043,132.90968801132334,-1.6519129902839638,-1.8791278365683637
5436263,-374952445673.2157,57477883420.46915,-1386868214.9218237,-83749504.18042336,2247.9515752156303,-15433.806157559045,408.60778238238714,25.963355953047074,-55.46718245254322,-11.458424268721469
1222286,-374723938823.45764,325752957851.24774,-10419873525.270943,-85388869.85837454,-15579.676721990298,19916.246024460575,-1047.5354781539206,44.757293630077776,-7.214937319886846,-8.893911190527792
1502746,-374091286986.27954,-6676622700.383899,11595202317.46502,67849139.79690829,58050.936857409026,-9720.064258190772,-113.2373893893758,-116.95579202624096,-46.675303476823785,-6.111012362297171
693446,-374220312736.16504,155029946371.53653,-4374836277.145297,-22502220.446298555,14746.900902302583,1289.1403187987014,-396.83601395403355,41.29068418649953,-33.394103974912866,-6.675096976878376
1390784,-374725511320.362,-87472308533.99129,5567401561.64539,-50827835.71191741,23029.45196421881,2754.673345149006,-197.30143708483058,-32.878711882550604,-0.04838013476485404,-10.03188345273936
4770878,-374257458997.3991,58927581866.81696,6474082670.931431,-36893755.27129523,-8443.665175847502,2031.827632978091,-244.07313460841794,-15.055113626362123,-22.112475305207216,-8.951105762598228
952990,-374545192522.6519,-87645687066.18181,-7654423003.676882,-124861678.66788886,-9748.071067740211,1380.6514749375415,67.3132127611147,-24.727639022113138,3.4494400224955006,-11.112670607005494
