,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
2486968,-374518524506.02606,-78729862955.60027,-8384800917.553925,39316956.76073777,-8950.721767997935,-153.19483724005664,-98.72335036247027,20.13663074257244,-3.1304887424464227,0.2083899944217568
2500297,-374378717509.92926,-66268938994.98951,-13236395721.653162,-32441666.994655006,5122.438276531908,-1460.779875491799,-12.852265768327674,14.819679690249204,-11.321098677972921,-4.22822544693078
2503844,-374797177346.1646,-79728115182.77174,21192494011.884632,-111175408.6169309,-28767.731522547343,283.23896892313184,103.22016746484856,-160.1295138605089,-6.827207122663817,-16.421919462662615
2527683,-374649141888.7378,-69845413061.42572,1481536660.1217132,49094670.94243997,-22934.577420316138,3125.5124920403277,-204.31292849079742,-5.262678829266073,0.011255249063287353,-0.734821450808442
2540305,-374516011570.04034,-61524510656.658714,-3120595719.7843294,-98081842.30257377,-21650.292512437583,4119.861530886417,-58.687692980240314,-16.059078978440944,14.275524674932534,-9.823253277171547
2555990,-374512369300.1896,-85412568317.60199,-8832168160.605799,102518434.45121884,-8645.376940924516,-207.91045260564837,-162.67658402526814,29.080525320993303,-18.887223507583258,16.850962883481934
2576566,-374228214821.35846,15590795435.198568,7004727816.465406,88981076.84701203,89283.38448078638,-6263.704784990551,-378.84394398148663,-65.01313557658206,-41.08017906845185,-4.713365192826234
2646237,-374616888197.85364,-66060011577.67184,-1056825854.9410561,46728548.234320745,-27055.217881263256,4772.0046256516935,-246.8149185724692,-21.54583154991238,26.33793455571663,-0.3407874972333671
2647793,-374288174836.2588,126172623597.4609,-112216254.88861339,-63961211.654020816,-21375.534092839982,-1498.7215131876153,-103.88997176486536,-6.88981217843477,-25.530061116367456,291.05182638856394
2655931,-374630203069.48035,-85225594652.63373,-1934650316.5379267,5886432.765699489,-26963.43737553801,3142.0834862481665,-116.42237004957455,-25.252319449107528,-5.539212274779268,-2.7872864290992547
2671329,-375048674995.1644,-94681177303.60681,23277176849.784355,-37349555.43959537,7733.3626634500115,6676.521230171478,-319.40108343698563,-212.70200358403255,4.8618026828600005,-13.10430525996627
2675869,-374091667903.3266,217753429387.74112,-5196020885.122673,-15346551.905801633,-12592.168038055674,4653.967065662512,-502.109049692427,93.23645527291471,-35.21291905494821,-5.117737912567323
2675944,-375058475491.7216,-96174031134.90868,31349703297.076206,-115104795.56538437,-34013.86603971288,5427.667078955241,-52.28149514161756,-215.24999566255804,5.104177901366502,-18.60590520632438
2708079,-374115221583.0565,87468675203.32088,4181703025.5299573,-65192550.427657254,-22452.27406274816,4230.658540717713,-267.2761354922767,-23.888041584660034,1112.7864611065495,-14.935834402455631
2711358,-374529026909.0567,-74504096641.07315,-4474175750.517233,-83335179.43443842,111242.29102917617,2467.8184065470955,-427.40492162494553,-157.30350399070778,6.8900347443692,-14.148115217546126
2737031,-374058977978.1371,189363380887.03955,-4231688516.914038,-15496532.3231052,37496.79179822901,1505.4366865200216,-522.0829722221613,-24.47509637559121,-36.292440279395585,-7.569328483130828
2763277,-374098431872.63934,82730421144.02414,4304975689.513093,60002149.354408495,-20082.52054396091,422.9993893574626,-295.8387687328021,-4.542907470940203,31.105397025225784,-1.9719005909625233
2766571,-374932707803.0395,54721050428.79021,-2143658046.57483,-8835971.504164223,-10543.117345436727,-15761.034285545604,369.4071466921181,14.401897713749834,27.88039019505697,2.6165766183102415
2787749,-374501297123.01965,-74951116210.95674,-8118890518.921703,-91087173.69036645,-18011.098776545965,469.4342783869333,70.01232704503074,26.94739047343557,8.094118856264853,3.868551248608826
2850028,-374582995766.6853,-79242136343.1452,-5005185200.9796715,66472712.037208915,-20776.52698099672,1550.2620874208553,-159.51227331352476,10.242033028856925,-13.994048491953098,1.8296662875758336
2869287,-374988769745.6605,230355910211.15793,-7825909348.398279,119154913.92859392,-11357.620988391613,3587.60188818874,-649.5849121771539,69.12917365625405,-49.66691182099773,4.25678917873991
2900931,-374754981224.39264,-89419233630.08931,6564615300.627397,71741757.2298483,20405.70545353724,3824.742124150277,-382.02526000090927,-12.884761656103462,-7.903228942639541,-1.714722791102793
2911082,-374274432204.0647,148052143147.48972,-427156660.31673765,-18134279.966001183,-22429.167903475874,784.1086867096083,160.3338103864911,8.156446838118386,7.99922440783127,-6.758729683598962
2923451,-374522460680.69006,-17718211815.728294,13911621004.867702,1362568.3375270702,-29978.914791841424,147.72659342246206,-87.06691197803723,-86.65737517837815,-22.681246625995445,-7.181459339906875
2931922,-374804620548.53546,-12300171279.465605,7707544043.392233,24493326.5611704,11580.315453918844,-17247.882691029245,366.2853504735672,-45.84997218648708,6.5633595742617965,-6.817109023615534
2966832,-374543363452.83997,-86638354167.7864,-7524415776.127542,74960008.46478711,20047.593323106987,1144.2379245842606,-275.0941972184325,70.57631427489935,-12.170942390532154,2.767588992897513
2974325,-155146526914.08017,73256839890.90076,6280316292.9254055,121596268.41478036,-26189.387366557643,1041.0320539943707,-369.15214849363457,-3.102151502779011,73.10736513799846,1.865650407962243
2985991,-374211493168.3949,78058027030.36288,6115449224.084919,58629407.49432843,5450.530894899843,2720.5883361169404,-453.8641152486328,-62.03923131505932,26.61314842133742,-3.628597530742352
3011979,-374105328201.8159,42638349271.95177,198189532.4762442,27196897.77177839,-25294.251737051065,-13853.340120300107,321.0753183110272,20.44380135071017,323.6254919886091,1.0697131589046935
3025546,-374112122988.3911,70553276071.21379,-1183117768.7979925,92213035.1178405,35021.27846803955,-8376.195783779953,-182.58092305613908,-55.126058686246964,-53.95359256317058,-0.9759613145444105
3025826,-374692891029.93176,-69784602621.74982,18975103406.397224,-114076330.42835295,204.07023874374372,-905.4558812249876,48.92752488803831,-185.03248816709717,2.800363113170941,-17.50468273015404
3027852,-374106835763.9805,183933363294.83008,-3823240396.135473,127717675.0449401,-20664.597328824897,2694.925732391731,-555.8834875706544,73.18078143627817,-14.166224959147527,4.546820081068829
3031049,-374148665927.15125,86441585017.47324,4683882317.653258,95401258.88384186,-29382.004309249285,5498.419891365296,-494.51129472378824,-8.25888528923568,-29.27497131041791,4.126730269699146
3034431,-374954662405.22943,203490160086.99094,-8330330683.208006,127480605.90572263,-17855.520231863316,2139.680244030823,-559.6263980920862,77.3073248054895,-50.73301006627055,5.224718263134815
3037526,-374618740419.62506,115286075678.34097,3112358105.3827386,-84242189.52247594,19769.455631011395,1003.7191563804097,-276.1934491321605,-30.953825938392058,-25.108588045119504,-12.92049619400839
3037649,-374476818737.09375,-10849841349.607857,4005167183.133779,88459605.11757599,-14712.160634069267,-16565.727480102218,347.84473254448375,-7.116838255836841,-65.9626340217173,-0.18248106793875285
3049625,-374223546070.1717,58452356111.500175,5690352474.779132,72450207.81002979,-29190.722451053574,4137.4477587128185,-389.8341118458681,-16.086595747892673,85.87735505325699,-0.04372029487382631
3052334,-374718137821.9404,-81656264606.99773,3565061987.7626634,64490874.54378573,-23900.46044859923,3432.9073362564554,-222.00346605682788,-25.830413459903312,-10.894042873606292,0.2775382754957205
3054055,-374573566051.0395,-79025508783.95642,-7347111844.930324,-72962887.54701509,-21496.701301854107,2415.0474666686446,-7.2425590781724685,4.344627464239966,-0.2156343779558642,-7.078624941856436
3066152,-374150096494.0245,62827187920.455086,4734761272.542711,51869296.73434203,-21265.507332667592,2992.948382708903,-351.95371143785616,-12.600845797022522,-28.074821537350417,-2.103643340352023
3084443,-374593231055.89404,-87648102609.0356,-4917969250.07962,35707682.39607207,-21592.80343321575,1114.041193379834,-93.65346024157238,31.113961190481284,-11.527763808590626,0.8886196564374143
3091655,-374303290590.7812,128951294539.34259,-1660113927.918687,-40902576.24818593,6531.303412680017,926.748340327269,-310.6045115068643,-21.459703876369325,-7.803034030465079,-8.489295974110389
3095130,-374534240600.75714,49519351025.69457,2586703631.131766,-16989040.587492816,-15757.000029398425,-6471.97574935723,68.3994284178406,56.2433791797674,-30.19349950401855,-6.487543793542765
3100551,-374072213104.73193,109313613066.74776,3470785913.7112293,115900077.18374014,33555.91268546589,6836.433059120364,-790.7506346672768,43.55862859970666,29.291678003968325,0.4064042293917436
3104765,-374443612967.9481,50012972929.135315,2384538450.7590446,-37523385.97569934,281550.89589260606,197.48546010088597,-1088.1081070815842,-468.3073049407622,-8.914872840598159,-21.395677225530882
3144419,-374719587909.5437,-90469145078.39946,8049244873.67971,58492118.93171379,103705.91832552482,2720.1651742451663,-592.5549403844869,15.761841843627947,17.715981581759344,-5.854617998055917
3151642,-374632702579.1711,-85880839577.73476,-1084810218.819879,-34373873.48501892,3785.989906824251,1787.1199964105922,-115.8594246375858,113.65157193791464,-3.671433754809702,-6.007375646350569
3162731,-374208949771.8527,16875582526.426731,11030950379.849512,112569933.62898685,7850.461394504156,-1622.122844513396,-319.4734685248714,-79.23108703048945,-37.50986668965113,0.29624064415459184
3185940,-374057327921.3081,195103863279.51523,-4939294805.450771,-100423689.41313423,55236.33734215208,3105.065675326786,-531.8844455857916,-83.6390331923298,-25.30446933967449,-14.168237658363378
3205726,-375039820562.5932,-85593648984.5153,23109761127.617325,105948785.33847754,31617.671883520103,9644.088148469566,-691.8994621224756,-195.58929139093928,11.471264494857554,50.89156623254492
3240443,-375057963665.2417,-96247970337.96835,27723462407.264645,-2893897.4966113833,-31752.358781109608,6581.2110174402105,-238.2545376701515,-177.28173726448978,-0.8655067257283873,-10.07466420018015
3259930,-374773170290.489,-86390958901.51099,8574906384.975529,-107436433.45666787,88313.7663607883,2242.2730287933396,-320.0932753254625,-142.76438346422876,20.846418381749835,660.5649856898117
3283954,-374268305854.55383,133422282703.66008,-306128468.3566376,59581672.43681848,-18562.032005553912,-524.6342451535054,-313.9715411031306,26.90260319139141,-44.18332793002152,-1.0377634114994028
3319901,-374907369020.2333,53635934204.147766,-1065125901.1085274,-112531287.80840006,-17770.37721585804,-16877.47238601416,563.5444920043512,6.332282255796052,-57.01996150950528,-12.907279196167796
3320251,-374113879784.27313,70721018448.69905,5662365839.028783,3964013.4009459894,-24912.906523009908,-862.3935297322022,1760.2570102582313,-20.689687870049937,55.41751201327175,-6.443651282947211
3347733,-366018473590.4928,-86381474891.19698,-2700229925.510121,90357073.75009558,2980.22447184291,3924.88210512083,34893.22268317028,49.83594291341955,28.808683414811718,24.82482089708208
